Customer ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,Population,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Label,Churn Score,CLTV,Churn Category,Churn Reason,tenure_duration,revenue_per_month,revenue_per_month_missing,revenue_deviation,revenue_deviation_missing
9570-KYEUA,Male,38,No,No,No,No,0,United States,California,Casmalia,93429,34.866032,-120.536546,210,Q3,No,0,64,Offer B,Yes,36.54,Yes,Yes,Fiber Optic,14,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,99.25,6549.45,0.0,0,2338.56,8888.01,4,Stayed,No,59,5213,,,60-72 (5-6 Years),138.87515625,0,1.3992459068010077,0
6993-YGFJV,Male,29,Yes,No,Yes,No,0,United States,California,Cayucos,93430,35.511833,-120.918713,3220,Q3,Yes,9,69,Offer A,Yes,3.41,Yes,Yes,Fiber Optic,41,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,112.55,7806.5,0.0,0,235.29,8041.79,4,Stayed,No,52,5532,,,60-72 (5-6 Years),116.54768115942029,0,1.0355191573471372,0
2712-SYWAY,Female,30,No,No,No,No,0,United States,California,Creston,93432,35.480896,-120.469476,1203,Q3,No,0,1,Offer E,Yes,43.84,Yes,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.7,25.7,0.0,0,43.84,69.54,3,Joined,No,54,5249,,,0-12 (~1 Year),69.54,0,2.7058365758754865,0
0730-BGQGF,Male,48,No,No,Yes,Yes,3,United States,California,Grover Beach,93433,35.120833,-120.61843,13106,Q3,Yes,1,71,Offer A,Yes,15.71,Yes,Yes,DSL,57,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,90.3,6287.3,0.0,100,1115.41,7502.71,3,Stayed,No,63,6291,,,60-72 (5-6 Years),105.67197183098591,0,1.1702322461903203,0
5498-IBWPI,Female,34,No,No,Yes,Yes,2,United States,California,Guadalupe,93434,34.936,-120.594655,5726,Q3,Yes,1,66,Offer A,Yes,48.11,No,Yes,Cable,27,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,49.4,3251.85,0.0,0,3175.26,6427.11,3,Stayed,No,59,5232,,,60-72 (5-6 Years),97.38045454545454,0,1.9712642620537357,0
9101-NTIXF,Male,32,No,No,No,No,0,United States,California,Lompoc,93436,34.601055,-120.382917,51737,Q3,No,0,2,Offer E,Yes,15.16,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.4,50.6,0.0,0,30.32,80.92,5,Joined,No,56,3954,,,0-12 (~1 Year),40.46,0,2.0855670103092785,0
9314-QDMDW,Male,29,Yes,No,No,No,0,United States,California,Los Alamos,93440,34.758699,-120.275839,1328,Q3,No,0,11,Offer D,Yes,27.84,No,Yes,Cable,59,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,61.25,729.95,0.0,0,306.24,1036.19,3,Stayed,No,58,2738,,,0-12 (~1 Year),94.19909090909091,0,1.5379443413729128,0
9308-ANMVE,Male,52,No,No,No,Yes,2,United States,California,Los Olivos,93441,34.70434,-120.02609,1317,Q3,No,0,47,Offer B,Yes,25.25,No,Yes,Cable,17,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,55.3,2654.05,0.0,0,1186.75,3840.8,3,Stayed,No,52,5491,,,36-48 (3-4 Years),81.71914893617021,0,1.4777422954099497,0
3413-DHLPB,Male,57,No,No,Yes,Yes,1,United States,California,Oceano,93445,35.059695,-120.604741,7435,Q3,Yes,1,60,Offer B,Yes,2.83,Yes,Yes,Fiber Optic,19,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.75,5969.95,0.0,0,169.8,6139.75,4,Stayed,No,53,6237,,,60-72 (5-6 Years),102.32916666666667,0,0.9863052208835341,0
7649-PHJVR,Male,22,Yes,No,No,No,0,United States,California,Paso Robles,93446,35.634222,-120.728341,35586,Q3,No,0,11,Offer D,Yes,33.48,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.5,226.8,0.0,0,368.28,595.0799999999999,4,Stayed,No,28,5825,,,0-12 (~1 Year),54.098181818181814,0,2.774265734265734,0
6114-TCFID,Female,47,No,No,No,No,0,United States,California,Pismo Beach,93449,35.165668,-120.655842,8564,Q3,No,0,29,,No,0.0,No,Yes,Cable,28,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,39.5,1082.75,0.0,0,0.0,1082.75,3,Stayed,No,29,5103,,,24-36 (2-3 Years),37.33620689655172,0,0.9452204277608031,0
3787-TRIAL,Male,23,Yes,No,Yes,Yes,9,United States,California,San Ardo,93450,35.996008,-120.85305,670,Q3,Yes,1,21,Offer D,No,0.0,No,Yes,DSL,59,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,26.05,565.75,0.0,0,0.0,565.75,5,Stayed,No,44,4302,,,12-24 (1-2 Years),26.94047619047619,0,1.0341833470432318,0
5156-UMKOW,Female,44,No,No,No,Yes,3,United States,California,San Simeon,93452,35.746484,-121.223355,471,Q3,No,0,3,,No,0.0,No,Yes,DSL,53,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,29.65,90.05,0.0,0,0.0,90.05,3,Joined,No,69,5880,,,0-12 (~1 Year),30.016666666666666,0,1.0123664980326026,0
1247-QBVSH,Female,41,No,No,Yes,Yes,2,United States,California,Santa Margarita,93453,35.303926,-120.256567,2687,Q3,Yes,1,43,Offer B,Yes,14.64,No,Yes,DSL,19,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,50.2,2169.4,0.0,0,629.52,2798.92,4,Stayed,No,49,5284,,,36-48 (3-4 Years),65.09116279069768,0,1.2966367089780413,0
6734-GMPVK,Male,34,No,No,No,No,0,United States,California,Santa Maria,93454,34.943523,-120.256729,30540,Q3,No,0,5,Offer E,Yes,44.65,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,105.3,550.6,0.0,0,223.25,773.85,3,Stayed,No,66,4024,,,0-12 (~1 Year),154.77,0,1.4698005698005698,0
9822-OAOVB,Female,63,No,No,No,No,0,United States,California,Santa Maria,93455,34.818227,-120.418784,37364,Q3,No,0,1,Offer E,Yes,6.43,No,Yes,DSL,27,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,55.45,55.45,0.0,10,6.43,71.88,4,Joined,No,45,5286,,,0-12 (~1 Year),71.88,0,1.2963029756537419,0
6161-ERDGD,Male,57,No,No,Yes,Yes,3,United States,California,Santa Maria,93458,34.95934,-120.490081,43684,Q3,No,0,71,Offer A,Yes,23.41,Yes,Yes,DSL,53,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,85.45,6300.85,0.0,0,1662.11,7962.96,4,Stayed,No,32,5280,,,60-72 (5-6 Years),112.1543661971831,0,1.312514525420516,0
1226-JZNKR,Female,20,Yes,No,Yes,No,0,United States,California,Santa Ynez,93460,34.630356,-120.032564,5710,Q3,Yes,1,8,Offer E,Yes,28.37,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.8,160.05,0.0,0,226.96,387.01,4,Stayed,No,51,5698,,,0-12 (~1 Year),48.37625,0,2.4432449494949493,0
7318-EIVKO,Male,38,No,No,No,No,0,United States,California,Shandon,93461,35.634488,-120.293534,1255,Q3,No,0,8,Offer E,Yes,48.2,Yes,Yes,DSL,22,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.25,436.6,0.0,0,385.6,822.2,3,Stayed,No,54,3003,,,0-12 (~1 Year),102.775,0,1.7345991561181435,0
3771-PZOBW,Male,38,No,No,No,No,0,United States,California,Solvang,93463,34.624399,-120.137875,7958,Q3,No,0,20,Offer D,Yes,25.41,Yes,Yes,Fiber Optic,27,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,90.7,1781.35,0.0,0,508.2,2289.5499999999997,4,Stayed,No,77,2927,,,12-24 (1-2 Years),114.47749999999999,0,1.2621554575523704,0
8231-BSWXX,Male,44,No,No,No,No,0,United States,California,Mojave,93501,35.097323,-118.171288,4882,Q3,No,0,71,Offer A,Yes,41.34,Yes,Yes,Fiber Optic,10,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,79.05,5552.5,0.0,0,2935.1400000000003,8487.64,4,Stayed,No,38,5466,,,60-72 (5-6 Years),119.54422535211266,0,1.5122609152702424,0
7389-KBFIT,Female,31,No,No,Yes,Yes,2,United States,California,Big Pine,93513,37.245505,-118.062943,1826,Q3,Yes,6,2,Offer E,No,0.0,No,Yes,DSL,20,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,30.25,63.75,0.0,0,0.0,63.75,3,Joined,No,61,4387,,,0-12 (~1 Year),31.875,0,1.0537190082644627,0
7176-WIONM,Female,24,Yes,No,Yes,No,0,United States,California,Bishop,93514,37.04584,-118.397236,13309,Q3,Yes,10,12,Offer D,No,0.0,No,Yes,Cable,82,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.85,617.15,0.0,0,0.0,617.15,3,Stayed,No,24,2873,,,12-24 (1-2 Years),51.42916666666667,0,1.0316783684386492,0
5141-ZUVBH,Female,46,No,No,No,Yes,1,United States,California,Boron,93516,34.95703,-117.73045,2241,Q3,No,0,9,,Yes,42.1,No,Yes,Fiber Optic,16,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,93.0,870.25,0.0,0,378.9,1249.15,3,Stayed,No,40,2267,,,0-12 (~1 Year),138.79444444444445,0,1.4924133811230587,0
7623-HKYRK,Male,46,No,No,No,Yes,1,United States,California,Caliente,93518,35.358953,-118.527064,1022,Q3,No,0,6,,Yes,27.78,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.7,111.65,0.0,0,166.68,278.33000000000004,3,Stayed,No,44,2276,,,0-12 (~1 Year),46.38833333333334,0,2.354737732656515,0
0310-SUCIN,Female,50,No,No,Yes,No,0,United States,California,Darwin,93522,36.319181,-117.593053,64,Q3,Yes,2,71,,Yes,23.06,No,Yes,Cable,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,84.8,6046.1,0.0,0,1637.26,7683.360000000001,3,Stayed,No,28,5643,,,60-72 (5-6 Years),108.21633802816902,0,1.2761360616529367,0
5197-PYEPU,Female,21,Yes,No,Yes,Yes,3,United States,California,Edwards,93523,34.966777,-117.961179,7685,Q3,Yes,5,42,Offer B,Yes,6.37,Yes,Yes,Fiber Optic,69,Yes,Yes,No,No,Yes,No,No,No,One Year,Yes,Credit Card,94.45,3923.8,0.0,140,267.54,4331.34,3,Stayed,No,63,5643,,,36-48 (3-4 Years),103.12714285714286,0,1.0918702261211526,0
6619-RPLQZ,Female,24,Yes,No,Yes,Yes,1,United States,California,June Lake,93529,37.730269,-119.055813,618,Q3,Yes,2,45,Offer B,Yes,40.19,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,20.85,892.15,0.0,0,1808.55,2700.7,4,Stayed,No,32,2844,,,36-48 (3-4 Years),60.01555555555555,0,2.8784439115374365,0
3275-RHRNE,Male,58,No,No,Yes,Yes,3,United States,California,Keeler,93530,36.560498,-117.962461,71,Q3,Yes,8,28,,No,0.0,No,Yes,DSL,52,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,60.0,1682.05,0.0,0,0.0,1682.05,5,Stayed,No,80,2797,,,24-36 (2-3 Years),60.073214285714286,0,1.0012202380952382,0
3503-TYDAY,Female,41,No,No,Yes,No,0,United States,California,Keene,93531,35.214982,-118.59049,1436,Q3,Yes,7,43,Offer B,Yes,41.83,Yes,Yes,Fiber Optic,15,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.45,3398.9,0.0,0,1798.6899999999998,5197.59,4,Stayed,No,35,5357,,,36-48 (3-4 Years),120.87418604651162,0,1.5024758986514806,0
6901-GOGZG,Male,28,Yes,No,No,Yes,1,United States,California,Lake Hughes,93532,34.659579,-118.584212,2771,Q3,No,0,60,Offer B,Yes,49.96,Yes,Yes,DSL,85,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.95,4984.85,0.0,0,2997.6,7982.450000000001,3,Stayed,No,41,4104,,,60-72 (5-6 Years),133.04083333333335,0,1.5661075142240535,0
7021-XSNYE,Male,46,No,No,Yes,Yes,2,United States,California,Lancaster,93535,34.712708,-117.889656,57794,Q3,Yes,4,7,,No,0.0,No,Yes,DSL,28,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,49.65,305.55,0.0,0,0.0,305.55,3,Stayed,No,60,2750,,,0-12 (~1 Year),43.65,0,0.879154078549849,0
9621-OUPYD,Female,21,Yes,No,Yes,No,0,United States,California,Lancaster,93536,34.741406,-118.38111,49309,Q3,Yes,2,25,,Yes,10.49,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.2,507.9,0.0,0,262.25,770.15,3,Stayed,No,23,4129,,,24-36 (2-3 Years),30.805999999999997,0,1.525049504950495,0
8982-NHAVY,Male,23,Yes,No,No,No,0,United States,California,Littlerock,93543,34.505273,-117.955054,11198,Q3,No,0,27,Offer C,Yes,8.86,Yes,Yes,Fiber Optic,73,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,100.5,2673.45,0.0,70,239.21999999999997,2982.6699999999996,3,Stayed,No,50,5939,,,24-36 (2-3 Years),110.46925925925925,0,1.0991966095448682,0
4307-KWMXE,Male,53,No,No,No,No,0,United States,California,Llano,93544,34.500091,-117.765862,1220,Q3,No,0,10,Offer D,No,0.0,No,Yes,DSL,22,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,35.75,389.8,0.0,0,0.0,389.8,3,Stayed,No,59,2263,,,0-12 (~1 Year),38.980000000000004,0,1.0903496503496504,0
2450-ZKEED,Female,33,No,No,No,No,0,United States,California,Mammoth Lakes,93546,37.550074,-118.837167,8217,Q3,No,0,11,Offer D,Yes,7.42,No,Yes,DSL,17,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,53.8,651.55,0.0,0,81.62,733.17,5,Stayed,No,27,5899,,,0-12 (~1 Year),66.65181818181817,0,1.238881378844204,0
3694-DELSO,Male,56,No,No,Yes,Yes,3,United States,California,Olancha,93549,36.296851,-117.865469,318,Q3,Yes,3,4,,No,0.0,No,Yes,DSL,53,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,38.55,156.1,0.0,0,0.0,156.1,4,Stayed,No,40,3824,,,0-12 (~1 Year),39.025,0,1.0123216601815823,0
3893-JRNFS,Male,19,Yes,No,No,No,0,United States,California,Palmdale,93550,34.536232,-118.082935,67232,Q3,No,0,68,,No,0.0,No,Yes,DSL,58,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,39.9,2796.35,0.0,0,0.0,2796.35,4,Stayed,No,69,6270,,,60-72 (5-6 Years),41.12279411764706,0,1.0306464691139614,0
1133-KXCGE,Female,38,No,No,No,No,0,United States,California,Palmdale,93552,34.557711,-118.029441,25370,Q3,No,0,18,Offer D,Yes,18.8,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,20.1,407.05,0.0,0,338.40000000000003,745.45,4,Stayed,No,55,2910,,,12-24 (1-2 Years),41.41388888888889,0,2.060392482034273,0
0142-GVYSN,Male,57,No,No,No,No,0,United States,California,Randsburg,93554,35.405722,-117.773354,117,Q3,No,0,26,Offer C,Yes,13.34,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.3,511.25,0.0,0,346.84,858.0899999999999,5,Stayed,No,68,5712,,,24-36 (2-3 Years),33.003461538461536,0,1.6257862826828342,0
1049-FYSYG,Female,48,No,No,Yes,No,0,United States,California,Temecula,92592,33.507255,-117.029473,46171,Q3,Yes,5,17,Offer D,No,0.0,No,Yes,DSL,23,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,35.65,646.05,0.0,0,0.0,646.05,3,Stayed,No,38,5977,,,12-24 (1-2 Years),38.002941176470586,0,1.0660011550202129,0
1821-BUCWY,Male,35,No,No,No,No,0,United States,California,Valyermo,93563,34.39583,-117.734568,413,Q3,No,0,30,Offer C,Yes,47.06,No,Yes,Cable,24,Yes,No,Yes,No,No,No,No,Yes,Two Year,Yes,Mailed Check,55.65,1653.85,0.0,0,1411.8000000000002,3065.65,3,Stayed,No,70,5445,,,24-36 (2-3 Years),102.18833333333333,0,1.8362683438155136,0
8314-DPQHL,Male,61,No,No,No,No,0,United States,California,Auberry,93602,36.991762,-119.242874,3464,Q3,No,0,9,,No,0.0,No,Yes,DSL,14,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Mailed Check,50.8,463.6,0.0,0,0.0,463.6,4,Stayed,No,47,5535,,,0-12 (~1 Year),51.51111111111111,0,1.0139982502187228,0
1465-WCZVT,Female,44,No,No,Yes,Yes,3,United States,California,Badger,93603,36.64545,-118.924982,273,Q3,Yes,1,3,,Yes,30.34,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.65,60.65,0.0,0,91.02,151.67,4,Joined,No,31,4943,,,0-12 (~1 Year),50.556666666666665,0,2.572858354537744,0
9481-SFCQY,Female,44,No,No,No,Yes,1,United States,California,Bass Lake,93604,37.458367,-119.345011,613,Q3,No,0,14,Offer D,Yes,44.14,No,Yes,DSL,24,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,59.8,824.85,0.0,0,617.96,1442.81,4,Stayed,No,51,5962,,,12-24 (1-2 Years),103.05785714285715,0,1.7233755375059725,0
0567-GGCAC,Female,38,No,No,No,No,0,United States,California,Biola,93606,36.798882,-120.019511,807,Q3,No,0,7,,Yes,15.84,No,Yes,DSL,14,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,61.4,438.9,0.0,0,110.88,549.78,3,Stayed,No,71,2845,,,0-12 (~1 Year),78.53999999999999,0,1.2791530944625407,0
8884-MRNSU,Male,61,No,No,Yes,No,0,United States,California,Caruthers,93609,36.5276,-119.865999,5446,Q3,Yes,8,17,Offer D,Yes,14.69,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.9,329.75,0.0,0,249.73,579.48,3,Stayed,No,63,3526,,,12-24 (1-2 Years),34.08705882352941,0,1.7129175288205736,0
2171-UDMFD,Male,22,Yes,No,Yes,Yes,3,United States,California,Chowchilla,93610,37.100948,-120.270136,19391,Q3,Yes,5,32,Offer C,Yes,35.05,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.45,674.55,0.0,0,1121.6,1796.15,4,Stayed,No,42,4363,,,24-36 (2-3 Years),56.1296875,0,2.885845115681234,0
9802-CAQUT,Female,27,Yes,No,Yes,Yes,3,United States,California,Coarsegold,93614,37.212191,-119.749323,9395,Q3,Yes,9,72,,Yes,33.39,Yes,Yes,Fiber Optic,52,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,No,Credit Card,109.55,7887.25,0.0,120,2404.08,10411.33,4,Stayed,No,27,5723,,,,144.60180555555556,0,1.3199617120543639,0
0187-WZNAB,Female,56,No,No,Yes,Yes,2,United States,California,Del Rey,93616,36.657462,-119.595293,1965,Q3,Yes,6,27,Offer C,Yes,46.66,No,Yes,Fiber Optic,28,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,74.4,1972.35,0.0,0,1259.82,3232.17,3,Stayed,No,57,4331,,,24-36 (2-3 Years),119.71000000000001,0,1.609005376344086,0
1475-VWVDO,Male,55,No,No,No,No,0,United States,California,Dos Palos,93620,37.045728,-120.630682,9388,Q3,No,0,7,Offer E,Yes,34.59,No,Yes,Fiber Optic,12,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,490.55,0.0,0,242.13,732.6800000000001,3,Stayed,No,52,5335,,,0-12 (~1 Year),104.66857142857144,0,1.3974442113293917,0
1357-MVDOZ,Male,25,Yes,No,Yes,Yes,1,United States,California,Firebaugh,93622,36.785618,-120.625382,9491,Q3,Yes,7,11,Offer D,Yes,21.14,No,Yes,DSL,47,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.65,683.25,0.0,0,232.54,915.79,3,Stayed,No,71,2136,,,0-12 (~1 Year),83.25363636363636,0,1.3957022022403414,0
7602-MVRMB,Female,62,No,No,Yes,Yes,1,United States,California,Fish Camp,93623,37.483535,-119.679414,77,Q3,Yes,9,72,,Yes,46.63,Yes,Yes,Fiber Optic,14,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.45,8058.85,0.0,0,3357.36,11416.21,4,Stayed,No,41,4754,,,,158.5584722222222,0,1.4355678788793318,0
5406-KGRMX,Female,30,No,No,No,No,0,United States,California,Helm,93627,36.520537,-120.118055,152,Q3,No,0,71,,Yes,2.66,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.55,1719.15,0.0,0,188.86,1908.01,5,Stayed,No,74,4555,,,60-72 (5-6 Years),26.873380281690142,0,1.0946387080118183,0
5968-HYJRZ,Male,28,Yes,No,Yes,Yes,2,United States,California,Kerman,93630,36.727418,-120.123526,14062,Q3,Yes,3,47,Offer B,Yes,15.68,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.55,1160.45,0.0,0,736.96,1897.41,4,Stayed,No,78,3629,,,36-48 (3-4 Years),40.3704255319149,0,1.6444165186116046,0
7140-ADSMJ,Male,23,Yes,No,No,No,0,United States,California,Los Banos,93635,36.995162,-120.955099,29124,Q3,No,0,8,Offer E,Yes,35.21,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.45,162.3,0.0,0,281.68,443.98,3,Stayed,No,24,5624,,,0-12 (~1 Year),55.4975,0,2.7138141809290954,0
2230-XTUWL,Female,20,Yes,No,Yes,Yes,2,United States,California,Madera,93637,36.902954,-120.194274,28434,Q3,Yes,3,48,Offer B,Yes,13.26,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.55,883.35,0.0,0,636.48,1519.83,5,Stayed,No,68,5461,,,48-60 (4-5 Years),31.663124999999997,0,1.619597186700767,0
7706-YLMQA,Female,30,No,No,No,No,0,United States,California,Madera,93638,37.004068,-119.930027,49247,Q3,No,0,70,,Yes,10.0,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.7,1341.5,0.0,0,700.0,2041.5,4,Stayed,No,72,6072,,,60-72 (5-6 Years),29.164285714285715,0,1.4804205946337927,0
2585-KTFRE,Male,61,No,No,No,Yes,1,United States,California,Escondido,92027,33.141265,-116.967221,48690,Q3,No,0,1,,Yes,20.1,No,Yes,Cable,21,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,70.45,70.45,0.0,0,20.1,90.55,3,Joined,No,53,2706,,,0-12 (~1 Year),90.55,0,1.2853087295954577,0
7994-UYIVZ,Male,62,No,No,Yes,No,0,United States,California,Miramonte,93641,36.696759,-119.024051,571,Q3,Yes,1,8,Offer E,Yes,39.59,Yes,Yes,Fiber Optic,16,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,85.65,659.45,0.0,70,316.72,1046.17,4,Stayed,No,72,2512,,,0-12 (~1 Year),130.77125,0,1.5268096906012842,0
7717-BICXI,Male,37,No,No,Yes,Yes,3,United States,California,O Neals,93645,37.140104,-119.657092,173,Q3,Yes,4,60,Offer B,Yes,15.65,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.55,1205.05,0.0,0,939.0,2144.05,3,Stayed,No,47,4020,,,60-72 (5-6 Years),35.73416666666667,0,1.738888888888889,0
6559-RAKOZ,Male,61,No,No,Yes,Yes,1,United States,California,Orange Cove,93646,36.633498,-119.298895,8449,Q3,Yes,7,49,Offer B,Yes,16.02,Yes,Yes,Fiber Optic,18,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,97.95,4917.9,0.0,0,784.98,5702.879999999999,3,Stayed,No,53,4301,,,48-60 (4-5 Years),116.38530612244897,0,1.188211394818264,0
4716-MRVEN,Female,30,No,No,No,No,0,United States,California,Parlier,93648,36.622237,-119.521126,12587,Q3,No,0,29,Offer C,Yes,32.43,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.0,599.3,0.0,0,940.47,1539.77,5,Stayed,No,65,4128,,,24-36 (2-3 Years),53.09551724137931,0,2.6547758620689654,0
2143-LJULT,Female,55,No,No,Yes,No,0,United States,California,Fresno,93650,36.841655,-119.797113,3258,Q3,Yes,1,67,,Yes,35.34,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.25,1733.15,0.0,0,2367.78,4100.93,5,Stayed,No,32,5887,,,60-72 (5-6 Years),61.2079104477612,0,2.4240756612974734,0
3200-MNQTF,Male,38,No,No,Yes,No,0,United States,California,Raisin City,93652,36.594542,-119.905245,265,Q3,Yes,8,67,,Yes,28.06,Yes,Yes,DSL,15,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,70.9,4677.1,0.0,0,1880.02,6557.120000000001,3,Stayed,No,80,4361,,,60-72 (5-6 Years),97.86746268656718,0,1.380359135212513,0
6164-HXUGH,Female,40,No,No,Yes,Yes,1,United States,California,Raymond,93653,37.252057,-119.95783,972,Q3,Yes,1,6,Offer E,Yes,6.48,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.85,119.3,0.0,0,38.88,158.18,3,Stayed,No,31,5060,,,0-12 (~1 Year),26.363333333333333,0,1.328127623845508,0
5630-IXDXV,Female,51,No,No,No,No,0,United States,California,Reedley,93654,36.636638,-119.421842,25923,Q3,No,0,47,Offer B,Yes,14.54,Yes,Yes,Fiber Optic,10,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.35,4849.1,0.0,0,683.38,5532.4800000000005,4,Stayed,No,74,3723,,,36-48 (3-4 Years),117.71234042553192,0,1.1068391201272396,0
0320-DWVTU,Female,46,No,No,No,No,0,United States,California,Riverdale,93656,36.452211,-119.94575,5729,Q3,No,0,53,Offer B,Yes,43.57,No,Yes,Fiber Optic,13,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,99.5,5424.25,0.0,0,2309.21,7733.46,3,Stayed,No,23,4754,,,48-60 (4-5 Years),145.9143396226415,0,1.4664757751019246,0
